Folder1,Folder2,FileName,Socre1,Socre2,Socre3,Socre4,Avg. Score
G2,allegro,000001.mp4,59.91197144,59.67440581,45.70820487,56.91733378,55.55297898
G2,allegro,000011.mp4,35.68555649,56.42513252,51.67653012,44.97842949,47.19141215
G2,allegro,000021.mp4,53.57800501,60.43735243,56.6525989,60.31981116,57.74694187
G2,allegro,000031.mp4,38.55685898,48.5303879,47.10775887,32.0256106,41.55515409
G2,allegro,000041.mp4,53.62274382,59.37305055,54.53765157,56.22752593,55.94024297
G2,allegro,000051.mp4,65.2194311,60.37744949,64.96182755,43.89841948,58.61428191
G2,allegro,000061.mp4,62.71170378,61.8633528,55.27712172,49.8001519,57.41308255
G2,allegro,000071.mp4,65.74384259,63.06573121,66.01515918,58.42742124,63.31303855
G2,allegro,000081.mp4,58.97225454,56.61027377,62.01290416,50.43991872,57.0088378
G2,allegro,000091.mp4,57.21463683,60.00495287,51.63313215,31.30589191,50.03965344
G2,allegro,000101.mp4,66.83573168,63.47929646,66.77920908,53.85303935,62.73681914
G2,allegro,000111.mp4,56.5598134,52.70668796,54.59399348,41.43582598,51.32408021
G2,allegro,000121.mp4,60.99926822,57.51188859,65.03189615,64.67997633,62.05575732
G2,allegro,000131.mp4,69.03611311,67.15840686,50.11550757,69.39611949,63.92653676
G2,allegro,000141.mp4,68.69903539,62.41398726,71.50465741,47.68810491,62.57644624
G2,allegro,000151.mp4,64.61198469,59.62473097,56.40277255,66.79327092,61.85818978
G2,allegro,000161.mp4,65.72747003,63.24264207,54.49679019,50.22142171,58.422081
G2,allegro,000171.mp4,60.07678954,61.10006272,55.18989343,35.92189382,53.07215988
G2,allegro,000181.mp4,60.15023213,52.1996201,66.80373767,60.08366269,59.80931315
G2,allegro,000191.mp4,60.78325811,57.83644594,57.32959507,27.19789155,50.78679767
G2,allegro,000201.mp4,65.55123894,65.02331941,51.72925102,57.30109383,59.9012258
G2,allegro,000211.mp4,52.35512859,60.10487618,48.00054491,53.58859265,53.51228558
G2,allegro,000221.mp4,59.93646942,54.91807984,47.3846662,57.94572446,55.04623498
G2,allegro,000231.mp4,62.63317936,63.49768859,50.05452257,54.35730595,57.63567412
G2,allegro,000241.mp4,54.72167096,53.88696439,66.43185915,53.17154654,57.05301026
G2,allegro,000251.mp4,68.48347667,68.55146854,71.38029791,48.58933406,64.25114429
G2,allegro,000261.mp4,67.54465147,64.43479353,59.32010481,68.20197253,64.87538058
G2,allegro,000271.mp4,59.09788101,58.29355701,47.48006502,50.62838413,53.87497179
G2,allegro,000281.mp4,62.17777927,63.18299178,41.23299526,29.51964008,49.0283516
G2,allegro,000291.mp4,61.1310664,60.82026356,73.36157593,55.67657789,62.74737094
G2,allegro,000301.mp4,43.89520644,53.96981552,62.52437806,62.87638065,55.81644517
G2,allegro,000311.mp4,49.88448568,49.67250627,35.09058986,51.80248528,46.61251677
G2,allegro,000321.mp4,45.79556688,51.29726593,58.34005408,30.90377178,46.58416467
G2,allegro,000331.mp4,57.16951379,60.76608065,69.05104493,44.43900889,57.85641206
G2,allegro,000341.mp4,53.22216347,58.1369535,52.98912873,51.60660495,53.98871266
G2,allegro,000351.mp4,49.00765252,47.42151815,66.19233717,40.56761156,50.79727985
G2,allegro,000361.mp4,55.98919756,59.45476239,58.58538336,47.17061186,55.29998879
G2,allegro,000371.mp4,57.17389611,46.43951345,64.69838075,51.9844852,55.07406888
G2,allegro,000381.mp4,58.35395285,53.84929589,58.01496991,46.47607222,54.17357272
G2,allegro,000391.mp4,55.32243955,58.11232264,56.9698878,51.55820164,55.49071291
G2,allegro,000401.mp4,63.89006238,57.63392476,54.56823466,51.46906525,56.89032176
G2,allegro,000411.mp4,44.49090334,52.04751299,37.72462081,44.69299524,44.73900809
G2,allegro,000421.mp4,61.44220158,60.36082839,62.52764375,65.60426873,62.48373561
G2,allegro,000431.mp4,47.39473789,47.3466776,37.8306475,52.47404649,46.26152737
G2,allegro,000441.mp4,36.88325949,49.33651322,55.18730152,33.53073419,43.7344521
G2,allegro,000451.mp4,61.88841188,61.50650523,67.30399925,60.58179583,62.82017804
G2,allegro,000461.mp4,58.71596661,65.50496432,59.97470638,62.99186938,61.79687667
G2,allegro,000471.mp4,61.82720255,58.18021888,59.93030019,59.51498485,59.86317662
G2,allegro,000481.mp4,61.60370096,56.79987148,62.85615824,43.58288772,56.2106546
G2,allegro,000491.mp4,53.04923727,58.50707438,48.94335008,58.73764086,54.80932565
G2,allegro,000501.mp4,66.11968038,65.80901912,52.31754314,61.36536389,61.40290163
G2,allegro,000511.mp4,43.35455912,53.6851779,54.83255152,46.70284081,49.64378234
G2,allegro,000521.mp4,61.23148955,59.16572262,67.32556761,53.34251371,60.26632338
G2,allegro,000531.mp4,50.56018977,58.77752722,49.06140962,39.90875233,49.57696974
G2,allegro,000541.mp4,58.93711981,61.22121363,66.4860335,55.68320425,60.5818928
G2,allegro,000551.mp4,51.84650291,55.44568247,44.40615152,55.245685,51.73600547
G2,allegro,000561.mp4,64.37255769,52.22069489,51.72657115,26.94914327,48.81724175
G2,allegro,000571.mp4,60.58092761,59.08727038,59.54612414,54.93643818,58.53769008
G2,allegro,000581.mp4,68.79615603,63.02518912,66.46750237,51.89455443,62.54585049
G2,allegro,000591.mp4,65.9077461,65.56746598,64.97672841,64.93471936,65.34666496
G2,allegro,000601.mp4,57.54918075,53.47586049,41.3710093,37.05465904,47.3626774
G2,allegro,000611.mp4,55.62738663,61.67841589,55.98262285,62.60819565,58.97415525
G2,allegro,000621.mp4,54.70802905,52.30373246,56.05792537,46.47631953,52.3865016
G2,allegro,000631.mp4,57.83572971,62.40087805,55.07939671,63.40595721,59.68049042
G2,allegro,000641.mp4,58.9609598,57.27058744,68.70145108,51.05287313,58.99646786
G2,allegro,000651.mp4,58.6957919,56.69195138,50.5026104,62.07397289,56.99108164
G2,allegro,000661.mp4,62.31733685,60.25180855,62.55132791,54.70660009,59.95676835
G2,allegro,000671.mp4,68.92491213,63.85236405,48.95647726,57.17823985,59.72799832
G2,allegro,000681.mp4,65.90194442,64.03318702,64.60602073,47.53954556,60.52017443
G2,allegro,000691.mp4,68.92491213,68.35685601,55.36581665,69.01409275,65.41541939
G2,allegro,000701.mp4,57.63727771,55.10451858,65.52838045,55.80511027,58.51882175
G2,allegro,000711.mp4,60.09201935,59.01135477,62.01325847,68.14235137,62.31474599
G2,allegro,000721.mp4,52.22338899,54.15454799,50.73975006,47.28598143,51.10091712
G2,allegro,000731.mp4,59.36210047,56.85984597,50.92724043,51.01660622,54.54144827
G2,allegro,000741.mp4,62.22778627,63.56372756,69.83058187,52.56424635,62.04658551
G2,allegro,000751.mp4,39.89027316,50.82471835,28.37911432,49.48138861,42.14387361
G2,allegro,000761.mp4,64.69297232,62.28086792,32.27189685,49.28621709,52.13298854
G2,allegro,000771.mp4,62.34145839,68.84878581,60.87582809,55.99609803,62.01554258
G2,allegro,000781.mp4,48.23516092,53.19197549,25.03696481,33.26015172,39.93106323
G2,allegro,000791.mp4,60.78185379,53.35106868,50.89724249,45.04425823,52.5186058
G2,allegro,000801.mp4,65.0846585,57.02650133,43.69102244,50.45490873,54.06427275
G2,allegro,000811.mp4,56.51156668,59.56697488,56.13870955,53.60194295,56.45479852
G2,allegro,000821.mp4,62.43087481,65.87132878,61.79227679,67.60908961,64.4258925
G2,allegro,000831.mp4,58.618462,58.37196728,53.90756407,60.2244865,57.78061996
G2,allegro,000841.mp4,56.76073,61.4787489,52.41781055,62.0314527,58.17218554
G2,allegro,000851.mp4,56.58251095,56.25349726,47.68839228,53.26756296,53.44799086
G2,allegro,000861.mp4,56.19836594,57.21572752,48.97893506,56.14380452,54.63420826
G2,allegro,000871.mp4,60.3642842,65.42057891,68.61728589,59.48965823,63.47295181
G2,allegro,000881.mp4,39.51216981,43.1363282,26.23407579,47.46895814,39.08788298
G2,allegro,000891.mp4,46.30923773,52.08676336,48.77100701,47.47073619,48.65943607
G2,allegro,000901.mp4,55.48557011,58.74810134,54.88865185,60.90996352,57.50807171
G2,allegro,000911.mp4,55.86325516,57.05144983,57.61487014,45.0530741,53.89566231
G2,allegro,000921.mp4,61.17679421,58.75316847,45.0386823,61.97860111,56.73681152
G2,allegro,000931.mp4,57.47865881,60.29056666,55.39856589,49.52061647,55.67210196
G2,allegro,000941.mp4,59.73776546,60.56197385,49.58989184,52.47317802,55.59070229
G2,allegro,000951.mp4,50.54318119,53.09081457,56.14742918,46.7760199,51.63936121
G2,allegro,000961.mp4,57.43228634,58.10250609,56.33235378,61.28323686,58.28759577
G2,allegro,000971.mp4,59.39424236,60.55254431,57.61634521,47.11632954,56.16986535
G2,allegro,000981.mp4,65.6839781,65.78958869,55.30604898,63.41748977,62.54927638
G2,allegro,000991.mp4,56.89444856,56.11551364,63.38290037,51.92322023,57.0790207
G2,animate,000001.mp4,64.31694726,62.48540119,44.31524425,66.77650135,59.47352351
G2,animate,000011.mp4,40.5862533,42.87572085,58.2425978,50.8751661,48.14493451
G2,animate,000021.mp4,65.44036278,68.47619952,66.09697109,53.43712838,63.36266544
G2,animate,000031.mp4,25.7422597,39.63107086,58.37199584,36.85580468,40.15028277
G2,animate,000041.mp4,33.74276972,41.44578086,73.17081058,54.9297058,50.82226674
G2,animate,000051.mp4,47.86131007,54.70091456,72.13192302,47.18688811,55.47025894
G2,animate,000061.mp4,24.67292341,34.57799114,47.42750277,29.3629501,34.01034186
G2,animate,000071.mp4,37.46430684,42.34303399,51.59819635,43.02394029,43.60736937
G2,animate,000081.mp4,45.74213133,56.5942708,71.25534742,63.38665229,59.24460046
G2,animate,000091.mp4,41.60225029,41.21506671,47.95004351,35.27439171,41.51043806
G2,animate,000101.mp4,51.73223188,56.56586801,62.92420248,64.52596402,58.9370666
G2,animate,000111.mp4,25.03027117,32.5917527,50.34231678,28.53844009,34.12569519
G2,animate,000121.mp4,48.74092417,43.10020907,53.60774052,68.61862518,53.51687473
G2,animate,000131.mp4,45.33515476,37.64611595,50.47547513,52.65322194,46.52749194
G2,animate,000141.mp4,52.58335292,50.70113653,50.82821303,63.85558699,54.49207237
G2,animate,000151.mp4,17.68071875,26.03405919,19.42778811,18.83597049,20.49463413
G2,animate,000161.mp4,59.90354309,61.27589355,36.91241596,53.95885149,53.01267602
G2,animate,000171.mp4,48.51778658,40.09574971,57.20617493,41.36521101,46.79623055
G2,animate,000181.mp4,47.62432355,42.73664908,59.88193562,55.14406931,51.34674439
G2,animate,000191.mp4,24.31009841,29.78982488,44.5786516,24.98783487,30.91660244
G2,animate,000201.mp4,56.43989599,56.98805058,44.32123233,50.5256251,52.068701
G2,animate,000211.mp4,41.63460631,40.70060996,51.67570038,49.32132258,45.83305981
G2,animate,000221.mp4,35.20589442,45.32506805,63.8962453,50.30374309,48.68273771
G2,animate,000231.mp4,44.14401091,36.16980886,51.23192827,56.23077102,46.94412977
G2,animate,000241.mp4,48.39106752,53.74948535,62.82075214,65.33312205,57.57360677
G2,animate,000251.mp4,59.6254486,59.96232178,61.94729611,61.73449694,60.81739086
G2,animate,000261.mp4,39.23766414,47.55796188,33.06052499,31.29715392,37.78832623
G2,animate,000271.mp4,32.0199234,35.73258803,55.16062793,45.95994148,42.21827021
G2,animate,000281.mp4,58.80384909,55.3306028,45.45239483,34.66051361,48.56184008
G2,animate,000291.mp4,68.88126262,63.78323612,68.12281851,69.21226532,67.49989564
G2,animate,000301.mp4,34.54228933,37.55946537,54.14751419,42.91618822,42.29136428
G2,animate,000311.mp4,33.29335423,41.59242594,57.88680307,28.41333612,40.29647984
G2,animate,000321.mp4,36.89570402,43.72587573,29.95074532,29.2298681,34.95054829
G2,animate,000331.mp4,55.15039048,58.93615728,55.41713009,67.30648495,59.2025407
G2,animate,000341.mp4,57.91935471,57.40656056,45.30350717,69.26938178,57.47470105
G2,animate,000351.mp4,57.03055482,56.38447199,51.19631985,63.46914237,57.02012226
G2,animate,000361.mp4,38.79991702,42.76548677,46.98570405,41.1514466,42.42563861
G2,animate,000371.mp4,55.70010135,51.79688413,54.02713124,61.58901397,55.77828267
G2,animate,000381.mp4,48.83305801,50.19097913,46.22867083,58.62012871,50.96820917
G2,animate,000391.mp4,53.60545667,52.44127062,57.46480429,60.47014224,55.99541845
G2,animate,000401.mp4,47.30003439,43.97336713,47.91203422,50.82012447,47.50139005
G2,animate,000411.mp4,45.01061679,50.42727982,53.87969194,39.5339954,47.21289599
G2,animate,000421.mp4,65.44268417,59.28329637,53.41973489,60.31004395,59.61393985
G2,animate,000431.mp4,46.13934322,48.71192667,54.89268684,37.87282619,46.90419573
G2,animate,000441.mp4,31.35847443,36.01192006,50.98562629,31.17930056,37.38383034
G2,animate,000451.mp4,53.98973982,52.21768909,51.32759475,43.25094538,50.19649226
G2,animate,000461.mp4,56.28486637,59.73487742,64.3071487,66.04948908,61.59409539
G2,animate,000471.mp4,50.17314933,57.39709808,60.63196813,52.52916389,55.18284486
G2,animate,000481.mp4,30.56362076,30.0593403,49.14275523,39.78276139,37.38711942
G2,animate,000491.mp4,42.16248171,52.46265258,57.06172711,39.7661284,47.86324745
G2,animate,000501.mp4,57.13557441,59.47567602,55.21636812,48.69265666,55.1300688
G2,animate,000511.mp4,37.19972659,37.91999503,56.09112844,29.87763689,40.27212174
G2,animate,000521.mp4,49.07291538,47.79045713,55.4118749,57.64431109,52.47988963
G2,animate,000531.mp4,30.59282053,36.25984392,41.23170122,35.53335093,35.90442915
G2,animate,000541.mp4,47.86375926,41.72262814,62.96519878,48.4211271,50.24317832
G2,animate,000551.mp4,61.63411691,57.753692,33.96436244,58.81284974,53.04125527
G2,animate,000561.mp4,53.7957794,53.51625195,30.21329255,50.54227583,47.01689993
G2,animate,000571.mp4,45.56687317,52.39068987,40.76021626,47.412134,46.53247832
G2,animate,000581.mp4,59.53176714,65.20467385,51.48320766,63.20614977,59.85644961
G2,animate,000591.mp4,38.06167233,42.31792726,42.65388203,44.42622354,41.86492629
G2,animate,000601.mp4,48.46659007,54.87872618,48.34469204,49.01215545,50.17554093
G2,animate,000611.mp4,52.55179169,59.12045104,33.4831531,53.53363644,49.67225807
G2,animate,000621.mp4,41.22279311,40.6933425,51.87578379,52.80490833,46.64920693
G2,animate,000631.mp4,50.86217469,41.06468845,58.66885534,55.03609709,51.40795389
G2,animate,000641.mp4,24.36586485,37.09999262,40.97665061,41.76268248,36.05129764
G2,animate,000651.mp4,59.58678335,60.29442252,28.45878528,69.9383245,54.56957891
G2,animate,000661.mp4,63.86396292,60.23052057,23.24213549,64.93737191,53.06849772
G2,animate,000671.mp4,53.24773409,55.91557166,40.0478136,55.66030035,51.21785492
G2,animate,000681.mp4,55.99462971,57.45835259,51.2516728,52.57745663,54.32052793
G2,animate,000691.mp4,58.82897696,60.44696796,58.55957934,64.93040459,60.69148221
G2,animate,000701.mp4,54.99008961,51.01568683,49.1557556,59.80245999,53.74099801
G2,animate,000711.mp4,41.94632012,43.32424158,62.39254649,59.10711671,51.69255622
G2,animate,000721.mp4,62.58931845,60.43370673,27.63236624,59.49523595,52.53765684
G2,animate,000731.mp4,57.06179369,52.20361974,59.48664002,60.08668296,57.2096841
G2,animate,000741.mp4,53.75056607,51.99745763,62.10601197,63.90343814,57.93936845
G2,animate,000751.mp4,44.19102658,50.16603622,54.79826095,34.10997107,45.8163237
G2,animate,000761.mp4,58.89894122,64.71942048,52.28809837,65.39203778,60.32462446
G2,animate,000771.mp4,48.80413617,50.8983311,58.92765056,40.23720369,49.71683038
G2,animate,000781.mp4,64.54907219,48.55385734,24.43218718,65.98541653,50.88013331
G2,animate,000791.mp4,59.88568836,58.68887893,53.45372161,40.14742915,53.04392951
G2,animate,000801.mp4,50.33764102,54.83585668,62.75855138,48.154227,54.02156902
G2,animate,000811.mp4,20.88707026,27.96983682,27.11368937,21.81373077,24.44608181
G2,animate,000821.mp4,62.70468733,65.27742498,58.36806705,68.07919512,63.60734362
G2,animate,000831.mp4,47.43494744,49.74857731,51.16688349,31.67481079,45.00630476
G2,animate,000841.mp4,60.51479139,52.6230326,27.14931108,65.58010312,51.46680955
G2,animate,000851.mp4,53.10372227,58.09428681,53.59795974,52.39494082,54.29772741
G2,animate,000861.mp4,63.25847623,61.34061755,56.97117203,54.0980951,58.91709023
G2,animate,000871.mp4,54.3930188,59.27476246,41.59143222,62.24117341,54.37509672
G2,animate,000881.mp4,61.3811536,58.34452187,50.45455435,64.24572613,58.60648899
G2,animate,000891.mp4,51.09030518,51.87700732,56.08228488,57.86069821,54.2275739
G2,animate,000901.mp4,60.4080047,59.6994389,58.31871708,56.75710343,58.79581603
G2,animate,000911.mp4,56.08090727,58.43576908,49.28693513,53.66443438,54.36701146
G2,animate,000921.mp4,53.31406532,55.31082907,54.86844606,55.74875286,54.81052333
G2,animate,000931.mp4,47.28008328,45.65985799,40.42425064,43.26742551,44.15790435
G2,animate,000941.mp4,61.76891774,60.40026439,52.21587566,57.3165706,57.9254071
G2,animate,000951.mp4,61.54589452,58.392911,44.99433437,58.77641835,55.92738956
G2,animate,000961.mp4,56.24611328,52.28225199,55.67223393,62.80504222,56.75141035
G2,animate,000971.mp4,50.0135592,54.08979604,48.44739151,47.64410937,50.04871403
G2,animate,000981.mp4,58.94676974,64.70391226,53.65078272,59.49072151,59.19804656
G2,animate,000991.mp4,40.45844356,38.04187647,49.92833152,54.58798458,45.75415903
G2,CogVideo X1.5,000001.mp4,62.85610393,62.50058639,57.45927291,69.11081891,62.98169553
G2,CogVideo X1.5,000011.mp4,42.10019684,58.08261173,58.13275224,39.1053636,49.35523111
G2,CogVideo X1.5,000021.mp4,68.88740929,67.8524174,64.72670325,53.45190965,63.7296099
G2,CogVideo X1.5,000031.mp4,55.19199226,58.99617718,51.80006845,68.36094711,58.58729625
G2,CogVideo X1.5,000041.mp4,48.3006106,57.78412732,62.5165741,59.41306335,57.00359384
G2,CogVideo X1.5,000051.mp4,58.89701043,58.90041579,61.27721101,65.7077097,61.19558673
G2,CogVideo X1.5,000061.mp4,48.86768709,52.29246037,49.93710834,60.92003663,53.00432311
G2,CogVideo X1.5,000071.mp4,55.29138357,58.24993363,45.60810383,45.03928722,51.04717706
G2,CogVideo X1.5,000081.mp4,49.06229073,52.08576256,64.30522079,58.23002634,55.9208251
G2,CogVideo X1.5,000091.mp4,51.9551254,55.67040881,58.49962301,64.79602729,57.73029613
G2,CogVideo X1.5,000101.mp4,51.65049031,56.43688514,53.91068035,65.81346398,56.95287995
G2,CogVideo X1.5,000111.mp4,25.69018784,24.88137928,41.74003172,31.65201818,30.99090425
G2,CogVideo X1.5,000121.mp4,52.9016796,53.1332793,48.06327069,68.26284903,55.59026965
G2,CogVideo X1.5,000131.mp4,48.170402,53.55727837,52.91179938,69.55476043,56.04856004
G2,CogVideo X1.5,000141.mp4,47.48881854,50.05464734,52.84360825,57.93338697,52.08011528
G2,CogVideo X1.5,000151.mp4,67.21275866,64.32623023,57.21467286,59.80138477,62.13876163
G2,CogVideo X1.5,000161.mp4,57.94335264,61.4428252,46.47650577,60.89682975,56.68987834
G2,CogVideo X1.5,000171.mp4,45.34614616,47.95685973,53.77883194,43.35417235,47.60900255
G2,CogVideo X1.5,000181.mp4,34.13481661,39.09088505,54.06226365,43.40531247,42.67331945
G2,CogVideo X1.5,000191.mp4,47.58590807,47.25530636,47.20003487,44.59528019,46.65913237
G2,CogVideo X1.5,000201.mp4,59.69265628,62.04524443,57.53454685,49.70422485,57.2441681
G2,CogVideo X1.5,000211.mp4,34.53581504,43.8119238,57.10392825,57.39680137,48.21211712
G2,CogVideo X1.5,000221.mp4,36.31731746,30.36399015,46.14297789,42.07126004,38.72388639
G2,CogVideo X1.5,000231.mp4,36.93592329,45.27945364,49.37062017,53.74555098,46.33288702
G2,CogVideo X1.5,000241.mp4,41.96554415,46.19703689,60.40507586,60.88396309,52.362905
G2,CogVideo X1.5,000251.mp4,59.05774287,59.00314718,59.08077099,62.25112579,59.8481967
G2,CogVideo X1.5,000261.mp4,56.39235761,59.83317173,54.65109202,65.62761532,59.12605917
G2,CogVideo X1.5,000271.mp4,53.95627119,55.38282759,47.92821611,49.63620003,51.72587873
G2,CogVideo X1.5,000281.mp4,66.59041329,64.02501067,58.85852328,59.69467367,62.29215522
G2,CogVideo X1.5,000291.mp4,56.34600727,63.1410924,61.32280348,67.368951,62.04471353
G2,CogVideo X1.5,000301.mp4,52.13825016,63.0149646,66.78924391,66.19794339,62.03510052
G2,CogVideo X1.5,000311.mp4,38.22839258,46.51488861,49.39308975,48.91642771,45.76319966
G2,CogVideo X1.5,000321.mp4,40.94719504,52.98723794,48.9656594,48.01213877,47.72805779
G2,CogVideo X1.5,000331.mp4,60.96034047,61.79536575,58.66595418,69.19893992,62.65515008
G2,CogVideo X1.5,000341.mp4,64.27925447,61.5279957,41.75169464,42.24242539,52.45034255
G2,CogVideo X1.5,000351.mp4,49.49329221,61.69614994,42.06423652,65.38004411,54.65843069
G2,CogVideo X1.5,000361.mp4,56.22304644,58.70486024,53.57301233,51.78940883,55.07258196
G2,CogVideo X1.5,000371.mp4,40.23212771,42.60478961,50.97395346,52.6730419,46.62097817
G2,CogVideo X1.5,000381.mp4,62.85587695,58.6672991,58.95111377,69.9518932,62.60654576
G2,CogVideo X1.5,000391.mp4,43.90606961,48.06519226,53.7832825,48.81370869,48.64206326
G2,CogVideo X1.5,000401.mp4,51.2555145,49.0471253,43.6375045,48.77152184,48.17791654
G2,CogVideo X1.5,000411.mp4,48.34175295,54.23712589,60.90399315,61.60985726,56.27318231
G2,CogVideo X1.5,000421.mp4,56.76390652,57.93405655,58.11395608,65.9312372,59.68578909
G2,CogVideo X1.5,000431.mp4,44.66328767,53.81487019,51.19150635,45.57874387,48.81210202
G2,CogVideo X1.5,000441.mp4,25.43404697,31.80388507,32.52753593,21.49454087,27.81500221
G2,CogVideo X1.5,000451.mp4,56.62324306,57.0282711,50.17710272,59.51047885,55.83477393
G2,CogVideo X1.5,000461.mp4,56.89986284,58.93638077,43.13471981,38.1314676,49.27560775
G2,CogVideo X1.5,000471.mp4,49.24080184,51.35055332,61.74657853,60.28626125,55.65604874
G2,CogVideo X1.5,000481.mp4,48.93647272,50.82084106,57.69360196,48.20681583,51.41443289
G2,CogVideo X1.5,000491.mp4,51.45283145,53.84415521,53.27455796,42.42494075,50.24912134
G2,CogVideo X1.5,000501.mp4,46.47137498,53.00898031,47.29274616,40.51778605,46.82272188
G2,CogVideo X1.5,000511.mp4,48.75799877,48.72277536,43.93165603,26.26295631,41.91884662
G2,CogVideo X1.5,000521.mp4,50.8484317,52.46138097,47.03436678,61.33115989,52.91883484
